,distribution,alpha,gamma
235,"[ 0.4619179   1.48242309  0.29287519  0.03594406  0.72097569  0.96725582
  0.06262864  0.39649853  0.26612457  0.10007483  0.68073783  1.01014967
  1.04790277  0.6272491   2.52253121  0.08647049  0.50320014  1.49493089
  0.64079143  0.98813291  0.80706454  0.26764695  0.93144048  0.23242062
  0.39405889  0.00742458  2.13085701  0.7281606   2.14122695  0.86683596
  0.08967542  0.02654872  1.35514075  0.15921628  1.44661643  2.22916779
  0.78783698  0.55137652  5.36585754  0.00579875  1.36867924  1.84416387
  4.71057658  0.17721483  2.1603757   4.49027165  0.15761607  0.80838678
  0.76998063  0.15352157  0.96403183  0.10555362  1.61819283  1.55656092
  0.28742593  1.20975894  0.98743726  0.94044412  0.17152935  2.1921183
  0.18721627  1.23914478  0.30610819  0.1628159   0.08042354  0.38372899
  2.19127222  0.76068499  0.14904411  2.61911863  0.45605013  0.59601602
  0.13749143  0.0900761   0.3062593   1.57708289  0.47117943  1.95243978
  0.98817103  1.82131439  0.37998871  2.74200027  1.89289817  2.98597738
  2.43334148  1.33619477  0.46296995  0.03041069  0.72830578  0.88924813
  0.19318066  1.5570296   1.12141591  0.47740789  0.78676096  1.66041355
  0.10550119  0.30334479  0.1722035   1.67874199]",1.5999999999999996,3.0
236,"[  8.03727549e-01   1.21387585e-01   1.35532716e+00   1.96136318e+00
   9.95728031e-01   5.59992436e-01   9.72213556e-02   1.13382614e+00
   7.66720032e-01   1.42263146e+00   3.83878310e-01   1.48912980e-01
   5.87798687e-02   9.42726442e-01   9.00075439e-01   1.82081402e-02
   3.11058737e-03   4.49008049e-01   1.27620772e+00   1.34370173e+00
   3.11739095e-01   4.06767814e+00   5.54326518e-01   9.88437456e-01
   1.48592914e+00   8.85480389e-01   9.50129653e-01   9.53857805e-01
   6.68357210e-01   1.02910794e+00   9.53222876e-01   3.71544962e-01
   8.70805304e-01   3.77282003e+00   1.20689723e+00   5.92519585e-01
   6.23822220e-02   9.21339798e-01   1.17924081e-01   1.01728172e+00
   1.00052002e+00   4.21123784e-01   2.57693876e+00   4.30251869e-01
   2.06667418e-01   4.39063902e-01   2.08611217e+00   5.57598280e-01
   7.46468142e-01   7.09421969e-01   4.24360724e-01   3.05164397e-01
   6.21262392e-01   6.30724716e-02   6.77601843e-02   9.22857982e-01
   1.77154805e+00   1.51675993e+00   1.78431462e+00   7.37781839e-02
   8.90396152e-01   1.56950359e+00   6.16389609e-01   2.93794890e-01
   9.78558840e-01   1.94140830e+00   5.72631271e-01   2.07839605e+00
   3.44204136e+00   6.25621049e-02   6.82946005e-01   4.22102475e+00
   1.00244738e-01   3.49140743e+00   6.60239976e-01   1.23076719e+00
   1.09579456e+00   3.89671218e+00   6.68155252e-01   2.86661842e-01
   2.99391905e+00   1.60633897e+00   2.92570360e-01   7.02112346e-01
   1.93747802e-01   5.08531714e-01   6.38494226e-01   3.77386356e-01
   7.03283224e-01   8.59345366e-01   7.88240613e-01   9.91143378e-02
   1.42320001e+00   1.77516559e+00   2.08801953e+00   5.87128274e-01
   2.70045229e-01   8.81442314e-01   2.76951360e-01   9.05966657e-01]",1.5999999999999996,3.2
237,"[  5.96102025e-01   1.22292435e+00   9.69235717e-02   1.61412575e-01
   4.43304671e-01   1.43256403e+00   7.72072648e-01   1.54772688e-01
   1.12004336e-01   4.47899858e-03   5.77091879e-03   2.41669635e-01
   7.24466263e-01   4.22158461e-01   1.93150894e+00   3.56553008e-01
   5.51761627e-01   3.32113782e+00   2.11954992e+00   4.69884123e-01
   4.41282151e-01   1.57622475e-01   6.17539580e-02   3.23925433e-01
   1.44421199e-01   1.38419594e+00   1.27551317e+00   3.64018088e-01
   7.28886561e-01   1.94442587e+00   2.28554929e-01   9.43257801e-01
   3.27694978e-03   4.21465523e-01   1.31370538e-01   2.98348855e-01
   3.49658793e+00   4.70945483e-01   2.44551669e+00   1.97237937e+00
   8.06721453e-01   2.42727784e+00   3.33082636e-01   1.45923029e+00
   5.87435863e-01   7.92505414e-01   7.27744725e-01   1.24208056e-02
   1.25681597e+00   3.48314363e+00   7.39012788e-02   6.45899246e-01
   2.70834383e+00   9.14447145e-02   5.38843737e-01   9.04252033e-01
   6.63072130e-01   8.12718591e-01   5.39477228e+00   1.11841030e+00
   7.04084252e-02   1.52053364e+00   8.89509566e-01   1.70367496e+00
   4.36557761e-01   5.64744414e-01   3.64226040e+00   6.65107999e-02
   3.09384023e+00   1.32648229e+00   1.50048939e+00   1.53909853e-01
   2.70356070e+00   1.77260120e-01   7.13431447e-02   1.41017921e-01
   3.45427054e+00   7.67700083e-02   1.96604061e-01   6.72671761e-01
   6.11024721e-01   7.20176621e-01   1.53562411e-01   8.94014612e-02
   1.13409157e+00   2.49371890e-01   1.74485472e-01   3.83747910e-01
   8.14948192e-01   5.07038435e+00   3.36553478e+00   8.72116276e-01
   4.15048069e-01   2.37199240e-02   2.12714099e+00   1.18485384e+00
   2.99238888e-01   1.03411502e+00   6.04086298e-02   1.53740270e+00]",1.5999999999999996,3.4000000000000004
238,"[  3.51092225e-01   3.81179766e-01   1.33148720e+00   1.06135785e+00
   9.30055733e-01   2.33120776e-01   6.95417673e-02   6.67500149e-01
   7.09199562e-01   2.48722042e+00   5.00426848e-02   2.19546268e+00
   2.09645239e+00   5.22040682e-01   7.21511583e-01   2.86656730e+00
   1.03285619e+00   8.55651251e-01   1.81046904e-01   3.97786242e-01
   3.29758912e+00   6.04159912e-01   1.66771924e-01   2.20210923e-01
   1.09983221e+00   1.91023117e-01   9.78343874e-01   5.01050964e-01
   1.39785743e+00   2.57961205e+00   7.78215367e-01   5.29008727e-01
   4.97001828e-01   9.52483670e-01   4.03321318e-01   7.53447078e-02
   9.68880612e-01   3.88036242e-02   5.52936611e-01   9.37038708e-01
   2.76649133e-01   2.47660529e-01   1.44178141e+00   1.86908556e+00
   2.67709274e-01   4.10548612e+00   8.87565555e-01   8.36904797e-01
   6.35254431e-01   4.49737976e-01   7.73534001e-01   1.03702600e+00
   9.37328973e-01   6.70022081e-01   6.79552925e-01   2.51571623e-01
   2.68500029e+00   8.52428885e-03   1.81158156e+00   4.24476633e-01
   1.65214139e+00   2.69328309e-01   1.43132739e-01   3.20607101e+00
   1.41568671e-02   1.11994770e-01   5.82865065e-01   3.41187956e-01
   3.95339298e-04   2.78397600e+00   2.69943740e+00   1.96159781e+00
   1.14304680e+00   1.10353487e+00   1.63412649e+00   5.94051583e-01
   1.80699213e-01   4.90319853e+00   4.69849903e-01   1.31437958e-01
   1.30816883e+00   1.25253593e+00   4.58722834e-01   1.25464898e-01
   8.28410873e-02   3.41217336e+00   1.39764491e+00   4.68126661e-01
   1.32090479e+00   7.77464059e-02   1.15053842e+00   1.05163461e+00
   1.34471562e+00   3.39299867e-02   2.55786344e+00   2.82487025e-02
   9.97237312e-01   8.05394442e-01   1.28112035e+00   7.11644217e-01]",1.5999999999999996,3.6
239,"[  2.36781656e-01   1.22807706e+00   2.06527590e-01   1.21110692e+00
   2.51400069e-01   2.46940809e+00   1.38455019e-01   6.61120367e-01
   2.34795914e+00   6.74910559e-01   9.39539574e-01   1.45582525e-01
   3.07573473e+00   1.43622971e-01   5.96984843e-02   1.37244880e+00
   3.84319989e+00   1.04850610e+00   1.52857008e-01   8.71606957e-02
   2.09709036e+00   9.59651807e-01   1.01391601e+00   8.81205727e-01
   1.65780300e-01   5.44090051e-01   1.66657938e-01   9.57225000e-01
   4.09694247e-01   5.74197464e-03   1.08948634e+00   9.46215616e-01
   2.25742751e-01   4.64194022e-01   1.19965278e+00   2.13436833e+00
   1.07865204e+00   4.68393686e-01   4.96605085e-01   1.41168563e+00
   3.14651567e+00   7.22903395e-01   1.38264208e+00   2.17185552e+00
   5.17154293e-01   3.02386160e-01   1.35823370e+00   6.59272485e-01
   3.70077546e-01   5.97180803e-02   1.24013131e+00   1.55064009e-01
   1.29628499e+00   3.85433464e-01   4.81076257e-02   1.39934974e+00
   2.88520106e+00   5.75928597e-01   3.83426843e+00   2.63724386e+00
   1.19742878e-04   3.43091844e+00   3.04824326e+00   1.20920499e-01
   3.51786519e-01   1.33459096e+00   1.19187802e+00   3.35180404e-01
   9.91362887e-01   2.43359224e+00   1.30565191e+00   5.38876009e-01
   1.25668731e+00   1.03288484e+00   2.06636804e-01   6.34474712e-01
   1.63558969e+00   7.44780783e-01   3.18443654e+00   2.67502561e-01
   9.80780417e-02   9.21474401e-01   2.47730563e+00   2.07345017e-02
   1.88591237e+00   1.77024702e+00   6.54117283e-01   2.43971857e-01
   5.17847242e-02   2.48046232e+00   1.02183475e-01   1.35133910e-01
   1.67515284e-02   4.51953646e-01   6.08919560e-01   4.27280137e-02
   4.12754321e-01   5.22689599e-01   2.51498144e-01   6.47266575e-01]",1.5999999999999996,3.8000000000000003
240,"[  4.55280563e+00   4.43740570e+00   1.63343681e-01   3.37953078e-01
   1.47003525e-01   3.85034890e-01   3.19088524e-01   2.91456630e+00
   7.48057841e-01   1.31043548e-02   6.96519460e-02   7.75735828e-01
   1.59688218e-02   4.14503956e-01   1.40516706e-01   3.55019306e-03
   2.23411369e+00   2.15341196e-01   2.11495722e-01   2.17628227e-02
   1.15762723e-01   1.24320531e-02   3.38236626e-01   1.22316771e-01
   5.45732521e-01   1.11016939e-01   4.06432657e-02   2.05626124e-01
   1.82876999e-01   4.19021561e-02   3.35858995e-01   8.22755071e-03
   2.13932928e+00   6.77688457e-03   3.82240107e-01   5.29881543e-01
   5.02135038e-01   1.39967054e+00   5.59219115e+00   5.72178379e-01
   5.72886504e-01   2.96559821e-01   2.10280446e-01   4.48965835e-02
   2.17191507e-01   2.15298536e+00   1.11815080e-01   5.18968942e-01
   4.73107364e-01   3.47386750e-01   1.45305041e-01   9.38934738e-01
   3.40829557e-01   1.57278470e+00   4.51926775e-02   1.82730555e-01
   1.63411420e-01   6.97088125e-01   3.77763443e-01   7.32096917e-01
   3.49500205e-02   2.28930660e-01   2.39216343e+00   6.11409912e-03
   3.15849717e+00   1.28001443e-01   8.46175575e-02   5.48498501e-02
   4.43537508e-01   6.24090280e-01   1.01045904e-02   5.47852294e-01
   1.08928549e-01   2.31078580e-02   2.65559371e-01   1.05309691e-01
   1.24403989e-01   1.17405925e+00   1.05441619e+00   2.45123070e+00
   2.92077865e-02   5.36082514e-02   9.19339475e+00   2.07882194e-01
   6.88580471e-01   1.31282715e+00   3.44496843e-01   3.17839070e-02
   3.48495671e-02   8.83547697e-01   2.45256214e+00   2.81409446e-01
   4.61009543e-02   2.11091246e-01   8.82855268e-02   2.73868611e+01
   9.20512314e-02   2.66689000e-01   1.19035007e+00   7.35440554e-01]",1.6999999999999997,0.0
241,"[  6.65480439e-01   2.61536450e-01   3.46666609e-01   1.07545689e+00
   2.95218062e-01   4.50769523e-01   3.36417908e-01   2.33770974e-01
   2.39407257e-01   3.04393317e-01   1.23061530e+00   7.20859410e+00
   1.12510349e-01   1.33646783e+00   1.66222449e+00   3.61833756e-01
   4.56852773e-03   1.38723439e+00   9.49218760e-01   5.71040200e-01
   6.72432081e-01   2.48620561e+00   1.53639672e-01   1.47579344e+00
   7.95387383e-01   5.03527048e-01   6.21962849e-01   1.18743010e+00
   1.16917936e-03   4.99333748e-01   1.08006894e+00   3.49735059e+00
   5.23464901e-01   4.39229378e-02   2.55220093e-01   2.59679171e-01
   5.51402937e-01   4.83985132e+00   7.10389357e-01   1.97220979e-02
   9.67820147e-01   8.98412105e-02   2.90033236e-02   2.76670151e-01
   1.04594002e+00   4.16067145e-01   8.61371907e-01   2.60719734e-01
   1.39469433e+00   6.16140688e-01   1.90724467e+00   5.08750532e-01
   2.15077970e+00   5.94920204e-01   1.15082966e+01   1.76152837e-01
   6.19151255e-01   4.24513924e-01   1.60431421e+00   5.85079545e-01
   1.01262319e+00   6.95608092e-01   3.85265508e-01   6.11398089e-01
   3.97998513e-01   1.43793114e+00   4.93553560e-01   6.97827716e-01
   1.73406024e+00   4.08948511e-01   6.14120619e-01   7.24478553e-03
   4.05283992e-02   5.95062808e-02   5.57817273e-01   1.27550282e+00
   2.34579832e+00   3.59807928e-02   1.42282524e+00   2.78244591e-01
   3.09029910e-03   1.07735802e+00   1.33312340e+00   7.09545483e-01
   1.26409417e+00   4.31571587e-01   3.77569200e+00   1.25777900e+00
   2.00492359e+00   3.91441731e-01   1.58534501e+00   1.01393957e-01
   9.32112684e-02   4.74410551e-01   6.80935625e-01   2.57353806e-02
   2.96358073e+00   6.23833356e-02   1.49046533e+00   5.12285148e-01]",1.6999999999999997,0.2
242,"[ 3.05738301  1.81450109  0.55694517  1.47876782  0.28030772  0.38406326
  0.97613844  0.55232378  0.78689145  1.45071738  0.94536206  0.33459321
  0.96846213  0.5871321   1.39160594  3.27001817  0.50794816  0.0209348
  3.38911066  3.36142122  1.94184025  1.77108705  2.58105807  0.21169081
  0.40064881  1.09843105  3.53292511  3.9426869   0.41466146  0.94613758
  1.0576207   0.64558287  0.38273102  0.86886444  0.02990988  0.87590048
  0.44441308  0.03590468  0.24831853  1.17673228  1.89064371  3.12722155
  0.1618693   1.73538042  0.52424573  1.22916662  0.91711024  3.74262386
  0.66776247  1.1858972   0.1533041   1.32515387  0.58420881  0.49962776
  0.73609341  0.07602011  1.22991048  0.78590531  1.61781123  0.36617479
  0.10574861  0.88799517  0.95089659  0.08697085  3.3995538   0.1127769
  0.47254853  0.75792925  0.72005285  0.32136287  0.237725    0.88438077
  0.22044017  0.34703632  0.23139846  1.28806383  0.10585206  4.15610053
  0.43617667  0.38571377  1.07801591  1.02024884  0.28673128  0.95657164
  0.07976711  0.8490038   0.59051487  0.35904021  0.75427341  0.18071561
  0.61205132  0.75795347  0.39719203  0.3820269   0.46878159  0.28037047
  0.04319717  3.26315239  0.12420391  0.12956146]",1.6999999999999997,0.4
243,"[ 2.81299025  0.86464381  2.2883419   0.00829072  0.04169498  1.25942822
  2.55468695  5.50679119  0.0675208   2.74130848  1.75543819  3.6234204
  0.98967466  0.69840044  1.34456922  0.05763874  2.60964332  0.02680845
  1.53547035  0.4167042   1.32123836  0.05154543  1.03888922  1.74063976
  1.29267943  0.70085024  0.05104402  0.63263686  1.45401483  0.04898451
  0.39388808  0.23912611  0.17159945  1.25750091  1.28837688  0.52617085
  2.94340275  0.7830138   1.9995482   1.04609901  0.68753972  5.07476323
  0.2713096   0.35358424  0.05092012  0.24526825  0.31517484  0.17501704
  0.11245249  0.31311629  1.0342088   1.26182423  0.26412788  0.43875521
  0.3156506   0.55181121  0.58576298  0.64588763  0.30220919  1.43739438
  1.73100744  0.77478802  0.10959186  2.05727366  0.7454901   1.12176678
  1.25251684  1.00327976  0.82484171  0.6881432   0.11767032  1.15388731
  0.07450619  0.33718025  0.25812716  1.68536797  0.97407602  0.5889373
  2.14843353  0.18429806  0.11777065  0.32602864  1.37171572  1.35680864
  0.09616723  2.41800787  0.64218404  0.33202002  0.97478778  1.8105491
  1.03766824  2.24086404  0.56731093  0.84977632  1.04586265  0.34348221
  0.161629    0.16454604  0.79837884  0.89176669]",1.6999999999999997,0.6000000000000001
244,"[ 0.25921719  1.91159142  0.1331143   0.7452772   0.50200538  0.99175647
  1.61967026  0.90563838  0.17216054  0.09355539  1.09204854  0.98351396
  0.28062519  2.07950434  0.15232087  0.21746233  0.91473611  0.44053447
  0.12460116  1.67665289  3.77580401  0.20419426  2.45579822  0.0727669
  0.26417984  0.05054232  0.71207269  0.29952539  1.7608967   0.04721592
  1.53428369  0.93468154  1.01474822  2.58708653  1.31660779  0.57972079
  0.0847315   1.71590448  0.72227187  0.34326252  0.14969318  0.80370063
  0.45887785  0.44428987  0.10008785  3.52364522  0.29651209  0.64165836
  0.20009517  0.8409086   2.40360133  0.42550207  0.68193909  2.28930815
  1.04945068  1.69013726  0.7129983   0.34492633  2.38801736  1.87662093
  0.8828785   0.46453458  2.38217858  0.6124499   0.15608235  1.35828848
  1.06004885  4.54684989  2.18090873  0.68480882  1.4242872   0.35567474
  0.05115578  0.61228206  0.76412978  3.59943683  0.10734575  0.31468128
  0.51625559  0.2195091   0.78786016  0.08224559  0.84029996  0.51927507
  0.37213045  0.99218371  0.99959888  0.20600585  1.66160397  1.57808273
  0.25674559  0.7939993   0.15569799  1.95996965  0.07056232  0.30339175
  2.66849988  4.27636594  1.20079216  0.88665041]",1.6999999999999997,0.8
245,"[ 1.87313253  0.10342955  0.92935978  2.9577614   3.64133244  1.11952565
  3.54112085  0.99790989  0.49361674  0.30501737  0.87517404  1.47491353
  1.30845782  0.94263789  1.98796732  1.96228827  1.57735445  0.57900795
  0.91881219  0.66884734  0.03304491  0.4090433   0.0149236   0.9573401
  0.3159342   0.0795798   2.58099624  0.40194494  0.36652973  2.48938009
  0.8418941   2.44045143  0.37459993  0.33343589  1.02772986  1.18480578
  1.16580213  0.50484796  0.0472101   1.69496208  2.12043043  0.40263369
  1.23711597  0.51724039  0.72888203  0.45736399  0.31327474  0.60194362
  0.65689622  2.31768878  0.46721815  0.49020597  0.83734755  0.53482124
  0.49575914  0.55838203  0.76784828  1.54126111  0.94734674  0.35626846
  0.4267513   0.36955391  0.2232372   0.548253    0.48247068  0.16655183
  0.72479971  0.66710292  0.98963617  2.08780307  0.22292642  0.65721434
  1.55635634  0.25479119  0.50557807  0.30724362  0.20825549  0.02363199
  0.53566007  2.54519202  2.68817107  0.24485138  0.72163122  0.02152658
  1.26068635  0.87937684  1.01036339  5.33233826  1.33788628  1.9529281
  0.08931607  1.99676275  0.99650633  0.6233073   1.59601158  1.63866446
  0.03856626  0.1067206   0.76313476  1.32618939]",1.6999999999999997,1.0
246,"[ 0.20919596  0.56116263  0.58686306  0.10125667  0.00969224  2.23765391
  2.01374058  2.81428853  1.5593844   0.17388566  0.18018659  1.56673721
  2.46604258  1.94609583  1.6696464   0.13105382  0.01681032  0.08785391
  0.5701922   1.15285266  0.15376708  0.79986497  0.04293216  0.31043885
  0.32972602  0.44688359  1.38383165  1.85487556  0.33670032  1.85390561
  2.55284079  0.60799005  2.12398426  0.05551844  0.89289196  0.12498419
  0.35215041  0.47864142  2.55502785  0.75580623  0.40000103  0.52718736
  0.24287826  1.7017541   1.03119618  0.6077858   0.20243831  1.29039687
  0.11941291  0.13335833  2.64577587  3.45526731  0.68751407  1.92539412
  3.0687413   0.46374574  0.24234526  0.27291989  2.3034854   0.61857069
  3.55270994  2.11314733  0.03179506  4.70202462  1.60435376  0.27256556
  0.45668911  4.98272006  0.33632292  0.84143422  0.03668353  0.29918402
  0.45027802  0.29451808  1.08444418  0.08132974  0.19306415  0.12878279
  0.33231519  0.78167768  0.1971472   1.76741337  3.32940594  0.99950532
  0.14765779  1.07701373  0.16479296  1.17694028  0.45608077  1.28827803
  2.08088181  1.0157362   0.08827624  0.71273973  0.10304419  0.13362444
  0.05267444  0.97733139  1.29095609  0.35693474]",1.6999999999999997,1.2000000000000002
247,"[  4.50749297e-01   1.30452355e+00   1.94737458e+00   1.38748561e+00
   2.25417194e-01   2.70821397e-01   8.91527450e-01   6.56506637e-01
   1.14307624e+00   4.83311951e+00   1.51117441e+00   3.63734252e-01
   1.01101194e+00   1.36390220e+00   5.78656733e-01   2.49159864e+00
   1.03346817e+00   3.09569760e+00   1.53348638e+00   1.14439963e+00
   2.30691387e-01   4.49724611e-01   1.67465544e+00   1.29973196e+00
   8.34521612e-02   1.09848920e+00   4.67685477e-01   5.65918670e-02
   1.49506974e+00   1.08711454e+00   2.27941226e+00   2.70628992e-01
   1.76946937e+00   1.17844839e+00   8.02459473e-01   5.04566863e-01
   2.93481824e-01   2.93495433e-01   5.24965528e-01   1.33588152e+00
   3.08582546e+00   8.11606966e-01   1.19889642e+00   1.13212634e+00
   1.15569167e-01   1.69957108e+00   9.53577368e-02   2.46152140e+00
   1.58565593e-01   2.99559122e-01   6.24218833e-01   2.35888394e-01
   1.90376156e+00   1.41984493e-01   2.16896823e-01   6.51921947e-01
   6.43050023e-01   4.85543606e+00   1.14630205e-01   1.09208629e+00
   9.51038664e-01   1.98142838e-02   7.91962626e-02   2.09237607e+00
   5.95882846e-01   3.37010601e-01   4.69833229e-01   7.62339889e-02
   6.54167226e-01   4.29685578e-01   6.19976796e-01   2.37748044e-01
   7.60650014e-01   1.65091771e+00   2.56527371e-01   3.27673417e-01
   2.46598835e+00   1.21307286e+00   5.08891112e-01   5.30869296e-01
   4.20819302e-01   2.91171324e-01   3.97385736e-03   1.89367867e-01
   4.25854194e-02   2.91335454e+00   5.04081041e-01   5.56425706e+00
   1.73689927e-02   5.91046146e-01   9.35655443e-01   1.79382077e+00
   2.15460380e-01   2.14784578e+00   9.77502727e-02   7.82498326e-02
   4.53789708e-01   1.82599257e-01   1.75098225e+00   1.55604567e+00]",1.6999999999999997,1.4000000000000001
248,"[ 1.01732601  0.97581313  0.94156581  0.37687957  0.65000872  0.38223421
  1.21104025  0.38133939  0.24675548  1.68106162  0.50582638  1.14172546
  0.66035328  0.11642834  1.27200634  0.7158384   1.14242128  1.05883882
  1.79693562  0.57286988  1.3171018   0.88842611  0.63277384  0.38945734
  0.07443386  0.4639676   0.37294369  3.63253795  1.74029084  1.73372404
  0.13038949  0.58000434  0.5856043   5.62929341  0.33616871  0.3935523
  0.17667242  0.40536088  0.70245974  3.09078833  0.01284871  4.33399624
  0.3337648   0.2246149   0.09261513  2.06499614  0.7445668   0.62491126
  0.33153787  1.5729444   0.31904373  0.89984138  0.14349637  1.48749779
  0.58556133  2.19306643  0.79693476  1.48660412  1.37269335  1.99954667
  0.51489416  0.16578678  0.21749629  0.95156185  0.16339347  2.02714361
  1.65813797  1.86839102  1.93891789  1.01311812  1.42350857  0.08204332
  0.38567843  0.29523844  0.40630311  1.6814152   1.36670903  0.61394381
  2.16512852  0.52706062  0.12873379  0.95108795  3.88490573  0.4584767
  0.26352004  2.53553453  1.40783011  1.15390688  0.77194618  0.91696941
  1.25288894  0.5597001   0.75324493  0.20977266  0.28244062  0.74247435
  0.27665722  0.65608593  1.4486955   0.13495705]",1.6999999999999997,1.6
249,"[  3.25381329e-02   1.74930230e+00   1.49619478e+00   3.91447584e-01
   7.03469959e-01   2.55213771e+00   8.53841908e-01   8.76982584e-01
   1.08693041e+00   1.32218859e-01   5.41177172e-01   1.47586789e-01
   7.34427833e-01   2.13936219e-01   1.21881698e+00   3.84924743e-01
   2.31652769e-01   7.83135617e-01   5.97959610e-01   7.52506287e-01
   4.68752791e-02   9.10761203e-01   2.77609548e+00   3.23485407e+00
   7.77953490e-01   5.02958438e-01   6.47263668e-01   2.07714916e-01
   1.79160213e+00   3.23983049e+00   1.72496163e+00   6.91298622e-01
   4.53334659e-02   6.45258368e-01   2.02099376e+00   5.64262448e-01
   3.18089684e-02   1.27985486e+00   1.89245075e+00   1.33995398e-01
   1.82259613e+00   2.35470220e+00   8.31565836e-01   2.79669847e-01
   4.36409654e-03   1.35360693e+00   5.08283533e-03   1.21384722e+00
   1.88460888e-01   4.67932574e-01   5.37057462e+00   5.13654796e-01
   6.60433720e-01   9.93698579e-01   4.99003536e-01   2.33991375e+00
   6.68167848e-01   1.06764207e+00   1.40335502e+00   1.63142053e-02
   8.16969435e-01   2.05505356e+00   6.25594738e-01   3.57388698e+00
   2.37367955e+00   1.33952660e+00   1.38380377e+00   5.47176664e-01
   1.89490128e-01   1.24085638e+00   8.74898575e-01   8.16907611e-01
   9.79268560e-01   2.16091642e-01   8.03951308e-01   5.74920587e-01
   1.71345827e-01   5.55293929e-01   2.11982727e+00   3.53789831e+00
   3.29429729e-01   1.28916580e+00   1.18039196e+00   3.33031430e-01
   1.45390000e+00   1.68565900e+00   4.50370602e-02   3.33148268e-01
   1.67886266e+00   4.39395381e-01   2.01084374e-01   8.49969060e-01
   2.13987836e-01   1.63370573e-01   6.84118262e-01   4.39760964e-01
   4.64786260e-01   1.61597662e-02   5.66873541e-01   2.13352429e+00]",1.6999999999999997,1.8
250,"[ 0.68039227  2.16886531  0.88151755  0.75044632  0.55138154  0.82114576
  2.2831616   0.91550083  1.0669846   0.34402475  1.14037171  0.42992654
  0.06456546  0.09226174  1.37122389  0.4941348   0.5550947   0.26060043
  2.25173024  0.09400811  0.67201429  0.52183266  0.52723408  0.11077734
  1.16221016  2.26121118  1.29944499  0.05862637  0.12883984  0.78554448
  0.84229641  0.07520354  0.5922626   1.64628851  0.98987438  0.22096338
  0.75540088  0.9936795   1.23700336  2.09329496  0.25328792  2.31252197
  0.81127588  1.18517396  0.02805282  1.27385214  2.21218744  0.99708708
  1.97877159  1.00231938  0.03830363  0.08026847  0.37971705  0.82130369
  1.20435886  0.27015578  0.00823467  0.98064908  1.63193555  1.03424011
  2.31039204  2.5251303   0.20060963  0.89522736  0.8265594   1.52664961
  3.01772136  1.07394392  3.44522974  0.33808584  2.33952575  2.82661919
  0.50723294  0.03617921  3.63462009  2.14310412  0.16036805  0.27669402
  1.0838438   0.57411126  0.01829477  0.21882716  1.80415387  0.5695296
  1.11573882  1.08266882  0.63233911  0.79695257  1.48934182  0.83188688
  0.55701181  0.88865058  0.6344527   2.46669128  3.84044269  0.08976949
  0.02641143  0.01896846  0.31994662  0.16103573]",1.6999999999999997,2.0
251,"[ 1.31766538  1.11181336  1.33360381  0.47162915  2.32767387  0.42679948
  0.14026934  0.47416714  0.15890308  0.58442245  1.92355645  1.6258019
  0.41538211  1.32924416  0.36538469  0.39547982  0.70122981  0.69205659
  1.18544344  1.3316294   1.24711459  0.87433464  1.5887086   0.1071893
  0.86137465  0.24038703  0.22575627  2.18760491  0.42416653  0.17786806
  0.8815251   0.99689582  0.36936288  0.58726423  1.62720423  0.09699825
  0.31565501  0.96061825  0.61776695  1.41802444  0.31124638  2.02287086
  2.77348213  0.00808395  5.0358449   0.09465855  1.51728397  0.97441641
  0.25353267  0.34503112  1.63165446  0.22530384  1.4911607   2.05818339
  2.45230066  0.03626322  0.84326521  0.9453031   0.18543681  0.16057345
  1.50570409  1.29032843  0.78694626  1.36870831  0.38938503  0.68606541
  0.13991282  0.95536466  1.36727822  0.99418225  0.5453652   2.10081406
  0.92608739  2.5707712   0.47452933  0.20129681  0.46396175  0.60728468
  2.17938114  1.40822963  0.89454985  0.05184351  2.33162548  0.82340253
  1.83522255  2.0521212   0.73713419  0.89567862  0.44778398  1.24925722
  0.35655594  0.27545865  0.92258362  1.35806945  0.72753491  3.45454428
  0.21082081  0.9183756   0.67511032  1.33685969]",1.6999999999999997,2.2
252,"[ 0.86536763  1.24586952  0.24377011  4.32453453  0.50515214  1.19450341
  0.22798773  0.65900542  1.20048787  0.34755418  0.63212995  4.05154501
  1.21307771  0.92087764  0.31066113  0.61871366  0.61949903  0.64842556
  2.60551368  0.08228099  1.37231862  1.46530263  0.41935556  0.29188297
  0.78465747  0.28728469  1.86907472  3.5746371   0.13150164  2.0673888
  0.67402663  0.16197011  0.67550155  0.82259158  3.5686207   1.03345249
  0.57619896  0.7583225   2.75836624  0.9006848   1.7867671   0.82588729
  0.1434626   0.02147657  0.02012206  0.08988967  0.10459402  1.60258831
  0.14474996  0.8852576   1.09035427  0.38230525  0.53621225  1.09410728
  0.37538877  0.24094793  0.62305652  1.64865956  0.26388434  0.55368687
  1.02014028  0.71268091  0.20157095  1.8521239   0.90010683  0.1030894
  2.58091047  2.10004143  0.28720108  0.63041299  1.77839499  0.26001581
  0.21419642  0.0647856   0.12032067  1.51573835  2.31395502  0.44643256
  4.66960888  0.03379698  0.19091271  0.80525147  0.03515031  0.17475009
  0.8655775   0.66995815  0.00869541  0.16389634  1.02648274  2.31103466
  2.85426587  3.42600536  1.4314907   0.05131153  0.34883672  0.1402935
  1.76964938  0.2220267   0.15551437  2.39987806]",1.6999999999999997,2.4000000000000004
